qid	r1	r2	Controversial question
388145	1.6	2.6	FALSE
388146	1.2	2.0	FALSE
388153	1.6	2.4	FALSE
388159	1.2	2.0	FALSE
388161	2.6	3.8	FALSE
388165	2.6	3.2	FALSE
388182	1.2	2.4	FALSE
388191	3.6	4.6	FALSE
388261	2.6	3.6	FALSE
388277	3.0	4.6	FALSE
388279	2.4	3.8	FALSE
388350	1.8	3.0	FALSE
388380	3.6	3.6	FALSE
388433	2.25	3.0	FALSE
388453	3.2	3.6	FALSE
388461	1.0	1.0	FALSE
388483	3.4	4.2	FALSE
388491	1.8	3.2	FALSE
388496	1.0	2.25	FALSE
388500	2.0	2.2	FALSE
388529	1.8	2.0	FALSE
388530	2.8	3.2	FALSE
388548	2.4	3.6	FALSE
388553	1.2	1.6	FALSE
388555	1.2	4.0	FALSE
388557	2.8	3.6	FALSE
388568	4.4	3.6	FALSE
388584	2.25	2.75	FALSE
388586	2.6	3.0	FALSE
388590	1.0	2.2	FALSE
388607	1.0	3.8	FALSE
388619	1.6	2.6	FALSE
388627	1.6	1.6	FALSE
388651	1.8	3.8	FALSE
388652	1.0	1.4	FALSE
388664	1.25	1.75	FALSE
388666	1.6	3.8	FALSE
388677	1.0	1.5	FALSE
388679	3.8	3.8	FALSE
388697	1.0	2.25	FALSE
388708	2.8	2.8	FALSE
388715	2.8	4.2	FALSE
388750	1.0	1.2	FALSE
388766	1.8	2.6	FALSE
388768	1.8	2.0	FALSE
388784	1.8	2.6	FALSE
388797	2.2	4.0	FALSE
388801	1.4	2.4	FALSE
388862	1.0	1.0	FALSE
388870	1.2	3.6	FALSE
388884	1.0	1.6	FALSE
388890	1.4	2.2	FALSE
388897	1.0	1.75	FALSE
388921	3.4	4.0	FALSE
388952	2.0	3.4	FALSE
388977	2.0	2.6	FALSE
388990	2.2	3.4	FALSE
389017	1.8	3.2	FALSE
389043	1.5	1.75	FALSE
389052	1.0	1.2	FALSE
389089	1.25	1.75	FALSE
389092	1.6	2.8	FALSE
389094	3.6	4.0	FALSE
389099	2.0	2.6	FALSE
389113	1.0	1.6	FALSE
389152	2.2	3.4	FALSE
389162	1.8	2.0	FALSE
389165	3.4	3.8	FALSE
389215	3.6	4.6	FALSE
389245	2.8	3.8	FALSE
389299	3.25	3.0	FALSE
389315	1.4	2.8	FALSE
389336	2.6	4.4	FALSE
389387	1.2	2.6	FALSE
389395	1.0	2.8	FALSE
389399	1.4	2.8	FALSE
389424	1.0	2.4	FALSE
389437	2.4	2.6	FALSE
389449	1.0	2.4	FALSE
389481	2.2	3.6	FALSE
389515	2.8	3.8	FALSE
389519	1.6	2.4	FALSE
389544	1.2	2.4	FALSE
389552	1.6	2.8	FALSE
389559	2.0	3.4	FALSE
389578	1.8	3.2	FALSE
389622	1.2	3.4	FALSE
389662	1.6	2.4	FALSE
389672	1.0	2.2	FALSE
389746	1.25	3.0	FALSE
389753	3.6	4.0	FALSE
389799	1.2	2.0	FALSE
389804	2.6	3.8	FALSE
389821	4.2	4.4	TRUE
389836	1.8	3.0	FALSE
389844	2.8	4.2	FALSE
389845	1.2	2.0	FALSE
389853	1.75	3.0	FALSE
389860	3.4	3.6	FALSE
389907	2.0	3.6	FALSE
389911	2.0	3.4	FALSE
389919	4.0	4.8	TRUE
389937	1.0	1.4	FALSE
389956	3.0	3.8	FALSE
389961	1.2	2.2	FALSE
389984	2.6	4.4	FALSE
390004	2.4	3.6	FALSE
390014	1.2	2.2	FALSE
390024	1.0	1.2	FALSE
390029	3.8	4.2	FALSE
390039	1.8	3.0	FALSE
390040	4.6	4.8	TRUE
390045	1.0	2.4	FALSE
390056	2.8	3.4	FALSE
390062	2.2	3.6	FALSE
390067	1.6	2.6	FALSE
390071	1.8	2.4	FALSE
390117	2.4	2.8	FALSE
390130	1.0	2.2	FALSE
390132	1.0	2.6	FALSE
390135	4.4	4.4	TRUE
390161	3.4	4.2	FALSE
390189	3.2	4.2	FALSE
390198	1.0	1.8	FALSE
390207	1.6	3.2	FALSE
390209	1.8	2.8	FALSE
390216	1.4	2.6	FALSE
390266	1.0	1.8	FALSE
390282	1.6	2.0	FALSE
390435	1.4	3.0	FALSE
390447	1.4	2.2	FALSE
390451	2.0	2.8	FALSE
390459	1.4	1.4	FALSE
390475	2.6	3.0	FALSE
390479	1.8	2.2	FALSE
390486	1.0	1.4	FALSE
390508	4.0	4.4	TRUE
390532	2.2	4.0	FALSE
390539	1.6	2.4	FALSE
390543	2.8	4.0	FALSE
390562	1.0	1.8	FALSE
390569	1.2	1.8	FALSE
390576	1.8	2.8	FALSE
390585	3.0	3.6	FALSE
390651	1.5	1.5	FALSE
390662	1.0	2.4	FALSE
390671	1.6	1.8	FALSE
390705	2.0	3.0	FALSE
390707	1.0	2.0	FALSE
390714	1.2	2.2	FALSE
390716	1.0	1.75	FALSE
390732	3.4	4.0	FALSE
390741	1.25	1.75	FALSE
390754	1.0	2.6	FALSE
390768	1.2	3.2	FALSE
390773	1.0	1.4	FALSE
390780	2.0	3.0	FALSE
390797	2.25	3.25	FALSE
390819	1.5	1.5	FALSE
390825	1.6	2.4	FALSE
390838	1.0	2.4	FALSE
390869	3.4	4.0	FALSE
390896	1.4	2.2	FALSE
390912	2.0	3.0	FALSE
390913	2.2	4.2	FALSE
390942	1.2	2.6	FALSE
390949	1.0	1.25	FALSE
390966	1.0	1.5	FALSE
391002	2.6	4.2	FALSE
391005	1.0	2.4	FALSE
391026	3.6	4.6	FALSE
391036	3.0	3.6	FALSE
391042	1.8	2.8	FALSE
391062	1.0	1.5	FALSE
391064	1.2	2.6	FALSE
391074	2.4	3.6	FALSE
391088	3.4	3.6	FALSE
391099	1.8	2.6	FALSE
391110	2.0	3.0	FALSE
391119	2.8	4.4	FALSE
391121	1.0	2.6	FALSE
391125	2.0	3.4	FALSE
391139	4.2	4.2	TRUE
391141	1.8	2.6	FALSE
391152	1.0	2.8	FALSE
391180	1.8	3.4	FALSE
391204	3.4	3.8	FALSE
391248	3.8	4.0	FALSE
391251	1.6	2.6	FALSE
391265	1.0	1.6	FALSE
391286	1.2	1.2	FALSE
391294	2.6	3.6	FALSE
391301	2.0	3.8	FALSE
391303	1.2	2.2	FALSE
391305	2.4	2.8	FALSE
391376	1.8	2.6	FALSE
391392	1.6	2.0	FALSE
391394	3.8	4.0	FALSE
391401	1.0	1.5	FALSE
391404	1.4	3.2	FALSE
391421	2.2	3.4	FALSE
391423	1.0	1.2	FALSE
391432	1.4	2.0	FALSE
391435	4.0	4.4	TRUE
391436	1.6666666666666700	2.333333333333330	FALSE
391458	1.5	2.5	FALSE
391471	1.8	3.2	FALSE
391499	2.2	3.2	FALSE
391509	3.0	3.8	FALSE
391518	1.0	1.2	FALSE
391570	2.0	2.2	FALSE
391577	1.2	2.0	FALSE
391602	2.0	2.8	FALSE
391606	1.0	1.4	FALSE
391634	1.2	3.0	FALSE
391664	1.0	1.2	FALSE
391701	1.8	3.6	FALSE
391711	1.4	2.2	FALSE
391724	1.2	1.6	FALSE
391738	4.8	4.8	TRUE
391778	2.8	4.0	FALSE
391841	2.2	2.8	FALSE
391851	3.2	3.8	FALSE
391855	1.0	2.2	FALSE
391884	2.0	2.25	FALSE
391897	1.6	3.8	FALSE
391910	2.8	4.6	FALSE
391919	3.6	4.0	FALSE
391925	1.0	1.0	FALSE
391930	1.8	2.8	FALSE
391940	1.2	2.2	FALSE
391954	1.2	2.0	FALSE
391964	1.2	2.4	FALSE
392007	2.0	3.6	FALSE
392020	1.2	1.6	FALSE
392029	1.4	3.0	FALSE
392034	1.6	3.0	FALSE
392048	4.2	4.0	TRUE
392080	2.8	3.0	FALSE
392130	2.0	3.4	FALSE
392136	1.4	2.2	FALSE
392142	2.2	2.8	FALSE
392146	1.4	2.2	FALSE
392148	1.25	2.0	FALSE
392162	1.0	2.5	FALSE
392220	2.2	3.6	FALSE
392230	1.8	3.0	FALSE
392246	1.4	2.0	FALSE
392251	1.6	4.0	FALSE
392258	1.0	1.4	FALSE
392261	1.2	2.0	FALSE
392264	4.0	4.6	TRUE
392277	1.6	2.8	FALSE
392308	1.4	2.0	FALSE
392333	1.4	3.0	FALSE
392373	4.0	5.0	TRUE
392380	1.6	2.0	FALSE
392385	2.2	3.2	FALSE
392394	1.4	1.8	FALSE
392403	1.0	1.0	FALSE
392449	1.4	2.6	FALSE
392456	4.4	4.6	TRUE
392500	1.0	2.4	FALSE
392565	1.6	3.0	FALSE
392580	1.25	1.5	FALSE
392594	2.2	3.4	FALSE
392601	2.6	3.8	FALSE
392608	1.4	3.2	FALSE
392625	1.6	2.2	FALSE
392676	1.8	3.4	FALSE
392693	3.4	3.6	FALSE
392703	4.2	5.0	TRUE
392704	1.0	1.8	FALSE
392705	1.0	1.4	FALSE
392722	2.0	2.6	FALSE
392727	2.4	3.0	FALSE
392729	1.2	1.4	FALSE
392732	1.6	2.8	FALSE
392736	2.2	3.6	FALSE
392780	2.4	4.4	FALSE
392806	3.4	4.2	FALSE
392853	1.4	2.8	FALSE
392887	2.2	3.2	FALSE
392909	2.4	3.6	FALSE
392993	2.0	3.2	FALSE
393023	1.0	1.6	FALSE
393038	1.4	3.0	FALSE
393055	3.4	4.4	FALSE
393070	1.8	3.0	FALSE
393078	1.8	2.4	FALSE
393102	4.2	4.8	TRUE
393104	1.8	2.6	FALSE
393108	4.0	4.4	TRUE
393139	1.4	1.8	FALSE
393159	4.4	4.4	TRUE
393188	1.0	1.2	FALSE
393191	1.2	2.4	FALSE
393197	1.6	2.8	FALSE
393208	1.0	2.25	FALSE
393219	2.2	3.0	FALSE
393226	1.6	3.2	FALSE
393229	1.8	3.4	FALSE
393237	2.8	3.6	FALSE
393246	1.0	3.0	FALSE
393278	1.2	2.6	FALSE
393285	1.6	2.4	FALSE
393325	2.6	2.8	FALSE
393328	3.0	3.2	FALSE
393339	2.8	4.0	FALSE
393347	1.8	3.6	FALSE
393356	1.6	2.8	FALSE
393358	2.5	1.75	FALSE
393360	2.0	3.0	FALSE
393403	1.6	2.0	FALSE
393443	2.6	4.2	FALSE
393463	1.2	1.6	FALSE
393469	1.5	2.75	FALSE
393488	1.6	2.0	FALSE
393498	1.4	2.0	FALSE
393509	1.6	3.4	FALSE
393547	1.0	2.6	FALSE
393571	1.8	3.2	FALSE
393581	1.0	2.4	FALSE
393602	2.2	2.2	FALSE
393606	1.4	3.0	FALSE
393616	3.2	4.2	FALSE
393625	2.0	2.2	FALSE
393645	1.2	2.8	FALSE
393651	3.0	4.2	FALSE
393656	2.2	3.6	FALSE
393658	1.6	2.8	FALSE
393700	1.0	1.8	FALSE
393715	3.8	4.2	FALSE
393742	1.8	3.2	FALSE
393771	3.2	3.8	FALSE
393787	2.2	2.8	FALSE
393828	2.8	3.4	FALSE
393871	1.8	3.4	FALSE
393876	1.2	1.4	FALSE
393879	1.6	2.6	FALSE
393881	1.8	3.4	FALSE
393889	4.0	4.8	TRUE
393914	3.0	3.6	FALSE
393927	3.4	4.4	FALSE
393938	1.2	2.2	FALSE
393942	1.4	2.6	FALSE
393950	1.8	2.6	FALSE
393988	1.4	2.0	FALSE
393993	1.0	3.0	FALSE
394010	2.0	3.2	FALSE
394012	1.2	2.6	FALSE
394064	1.6	2.4	FALSE
394070	2.0	3.4	FALSE
394090	1.8	2.4	FALSE
394102	2.0	4.2	FALSE
394113	2.0	3.6	FALSE
394122	4.0	4.0	TRUE
394128	1.4	2.8	FALSE
394129	1.0	2.8	FALSE
394141	2.6	3.0	FALSE
394155	3.0	4.0	FALSE
394157	3.6	4.4	FALSE
394160	1.8	2.8	FALSE
394179	1.4	2.2	FALSE
394193	1.5	2.5	FALSE
394199	3.4	4.2	FALSE
394203	3.2	4.2	FALSE
394226	2.0	2.2	FALSE
394244	1.2	2.0	FALSE
394246	1.8	2.8	FALSE
394275	4.2	5.0	TRUE
394277	1.0	2.0	FALSE
394299	4.2	4.6	TRUE
394338	3.8	4.4	FALSE
394343	1.4	2.6	FALSE
394350	1.0	1.25	FALSE
394354	2.0	3.0	FALSE
394374	1.4	2.8	FALSE
394379	3.6	3.4	FALSE
394391	2.0	2.5	FALSE
394402	1.0	1.4	FALSE
394454	1.0	1.8	FALSE
394456	1.0	2.0	FALSE
394462	2.2	3.4	FALSE
394502	4.0	4.25	TRUE
394541	1.8	3.2	FALSE
394544	1.6	2.8	FALSE
394546	2.2	3.8	FALSE
394558	1.6	1.6	FALSE
394566	1.2	3.8	FALSE
394579	1.0	1.6	FALSE
394581	1.0	2.2	FALSE
394606	1.2	2.4	FALSE
394618	1.4	2.4	FALSE
394625	1.4	2.8	FALSE
394664	1.6	2.6	FALSE
394699	4.0	4.0	TRUE
394745	2.8	2.6	FALSE
394758	2.0	2.6	FALSE
394804	2.0	3.4	FALSE
394814	2.2	3.4	FALSE
394824	1.8	3.0	FALSE
394828	2.4	3.4	FALSE
394876	4.4	4.4	TRUE
394883	3.2	4.2	FALSE
394912	2.0	3.4	FALSE
394936	1.8	3.2	FALSE
394953	1.8	2.8	FALSE
394961	1.6	2.2	FALSE
394988	1.0	1.6666666666666700	FALSE
394995	1.6	2.6	FALSE
395018	2.4	3.8	FALSE
395026	1.2	1.6	FALSE
395028	1.2	2.8	FALSE
395050	1.2	3.2	FALSE
395061	1.6	2.2	FALSE
395127	1.2	1.8	FALSE
395148	4.4	4.8	TRUE
395153	1.8	3.2	FALSE
395177	1.2	2.2	FALSE
395200	2.6666666666666700	3.6666666666666700	FALSE
395210	1.8	2.6	FALSE
395245	1.5	2.25	FALSE
395250	2.6	3.8	FALSE
395266	1.4	2.0	FALSE
395285	1.2	3.0	FALSE
395287	3.4	4.2	FALSE
395298	2.6	3.8	FALSE
395301	2.6	3.4	FALSE
395335	4.8	4.8	TRUE
395348	1.8	2.4	FALSE
395355	1.4	3.4	FALSE
395381	1.6	2.4	FALSE
395396	4.4	4.4	TRUE
395402	1.0	1.4	FALSE
395408	1.4	2.8	FALSE
395455	1.4	2.6	FALSE
395460	1.0	1.8	FALSE
395477	1.4	3.0	FALSE
395481	5.0	5.0	TRUE
395493	3.0	3.2	FALSE
395504	1.0	1.2	FALSE
395508	1.2	2.2	FALSE
395509	3.8	3.8	FALSE
395520	3.4	4.2	FALSE
395525	1.2	2.2	FALSE
395531	1.4	3.6	FALSE
395557	2.0	2.8	FALSE
395562	1.4	1.6	FALSE
395597	2.0	3.2	FALSE
395610	1.4	2.8	FALSE
395613	4.4	4.6	TRUE
395616	1.0	2.25	FALSE
395621	1.6	3.0	FALSE
395704	2.0	3.8	FALSE
395730	1.0	1.2	FALSE
395731	2.2	3.4	FALSE
395744	2.8	4.6	FALSE
395745	1.6	2.6	FALSE
395763	1.4	2.2	FALSE
395782	2.25	3.25	FALSE
395789	3.4	4.2	FALSE
395826	2.6	3.2	FALSE
395841	1.0	2.25	FALSE
395855	4.2	4.6	TRUE
395876	2.4	2.8	FALSE
395888	1.0	1.25	FALSE
395894	2.6	3.2	FALSE
395915	2.0	3.6	FALSE
395922	1.3333333333333300	2.333333333333330	FALSE
395929	4.2	4.4	TRUE
395938	1.0	1.8	FALSE
395953	1.8	3.0	FALSE
395961	1.4	2.0	FALSE
395966	2.6	3.6	FALSE
395998	2.0	2.8	FALSE
396019	1.6	2.8	FALSE
396025	1.4	2.4	FALSE
396027	1.6	3.6	FALSE
396033	1.2	1.6	FALSE
396056	3.8	4.0	FALSE
396059	2.4	3.6	FALSE
396129	1.25	1.75	FALSE
396131	1.8	2.6	FALSE
396135	1.6	3.0	FALSE
396137	2.6	3.2	FALSE
396154	1.8	2.6	FALSE
396158	1.2	2.2	FALSE
396160	4.2	4.8	TRUE
396163	2.2	2.2	FALSE
396169	1.4	2.0	FALSE
396195	1.2	1.8	FALSE
396207	1.0	2.6	FALSE
396228	2.2	4.2	FALSE
396245	2.0	2.4	FALSE
396251	1.8	3.0	FALSE
396253	4.0	4.4	TRUE
396267	2.2	4.0	FALSE
396294	1.6	1.8	FALSE
396307	2.0	2.4	FALSE
396312	1.4	1.6	FALSE
396316	1.0	2.0	FALSE
396324	1.0	1.0	FALSE
396340	3.6	4.4	FALSE
396342	1.8	3.2	FALSE
396370	1.6	3.4	FALSE
396378	2.8	4.4	FALSE
396406	1.0	1.6	FALSE
396408	1.2	1.8	FALSE
396413	2.0	3.4	FALSE
396415	1.8	2.8	FALSE
396421	4.8	4.8	TRUE
396427	1.5	3.25	FALSE
396440	2.0	2.6	FALSE
396455	1.6	2.6	FALSE
396457	1.0	2.333333333333330	FALSE
396471	1.4	3.0	FALSE
396475	1.2	2.8	FALSE
396483	1.2	3.2	FALSE
396499	2.6	4.0	FALSE
396524	2.8	4.0	FALSE
396559	2.6	4.0	FALSE
396585	1.4	2.2	FALSE
396587	1.0	1.6	FALSE
396600	3.2	4.2	FALSE
396604	1.6	3.0	FALSE
396624	2.6	3.8	FALSE
396666	2.4	4.2	FALSE
396719	4.0	4.2	TRUE
396725	2.0	2.6	FALSE
396736	1.0	1.0	FALSE
396781	1.2	2.4	FALSE
396817	3.8	4.8	FALSE
396819	1.0	2.6	FALSE
396825	1.0	2.6666666666666700	FALSE
396829	2.6666666666666700	3.333333333333330	FALSE
396831	1.25	2.25	FALSE
396833	1.0	2.6	FALSE
396841	1.2	1.4	FALSE
396855	4.2	4.6	TRUE
396875	3.4	3.8	FALSE
396879	2.0	3.2	FALSE
396904	2.8	3.4	FALSE
396924	2.2	3.4	FALSE
396926	1.25	1.25	FALSE
396937	1.4	2.2	FALSE
396943	1.0	3.2	FALSE
396950	4.4	4.4	TRUE
397002	3.0	3.6	FALSE
397020	2.8	3.8	FALSE
397031	1.4	2.4	FALSE
397057	2.6	4.0	FALSE
397067	1.0	1.25	FALSE
397080	1.2	1.6	FALSE
397141	1.6	2.8	FALSE
397149	1.2	3.0	FALSE
397174	3.4	3.8	FALSE
397195	1.0	2.0	FALSE
397198	1.4	1.8	FALSE
397200	1.6	2.8	FALSE
397255	1.0	1.4	FALSE
397279	1.0	1.8	FALSE
397283	3.2	4.2	FALSE
397285	1.4	2.8	FALSE
397292	2.2	3.2	FALSE
397297	1.0	2.5	FALSE
397314	1.0	1.0	FALSE
397316	2.6	2.8	FALSE
397324	1.2	1.8	FALSE
397346	1.2	2.2	FALSE
397354	3.0	4.0	FALSE
397367	3.4	4.2	FALSE
397370	2.8	3.4	FALSE
397383	1.0	3.5	FALSE
397404	1.8	2.2	FALSE
397413	3.0	3.4	FALSE
397429	3.2	4.4	FALSE
397440	1.2	3.8	FALSE
397456	1.0	2.2	FALSE
397458	1.8	3.2	FALSE
397466	1.8	2.8	FALSE
397497	1.6	2.8	FALSE
397500	2.2	2.4	FALSE
397512	1.0	1.6	FALSE
397513	2.0	3.75	FALSE
397555	2.6	3.4	FALSE
397607	2.6	2.8	FALSE
397648	3.8	4.4	FALSE
397665	1.8	2.8	FALSE
397672	1.0	2.4	FALSE
397676	1.8	2.4	FALSE
397683	1.6	3.8	FALSE
397693	1.2	2.6	FALSE
397714	1.8	3.2	FALSE
397744	1.8	3.4	FALSE
397772	4.2	4.2	TRUE
397779	3.0	3.6	FALSE
397803	2.0	2.75	FALSE
397813	3.8	4.6	FALSE
397819	1.25	2.25	FALSE
397830	1.2	2.6	FALSE
397834	1.0	3.333333333333330	FALSE
397845	2.0	3.0	FALSE
397851	1.0	1.0	FALSE
397867	1.4	2.6	FALSE
397885	1.0	2.0	FALSE
397908	1.0	3.2	FALSE
397995	3.2	4.2	FALSE
398013	1.4	2.6	FALSE
398049	2.4	4.2	FALSE
398052	1.4	2.4	FALSE
398063	2.6	3.6	FALSE
398084	1.2	2.2	FALSE
398100	1.4	2.2	FALSE
398144	2.8	3.0	FALSE
398202	2.8	3.4	FALSE
398236	1.8	3.0	FALSE
398250	1.2	1.6	FALSE
398263	1.2	2.4	FALSE
398270	1.0	2.0	FALSE
398321	1.6	2.4	FALSE
398340	4.4	4.4	TRUE
398369	1.6	2.4	FALSE
398373	1.2	1.6	FALSE
398380	1.5	2.25	FALSE
398396	1.2	1.8	FALSE
398398	1.8	3.6	FALSE
398405	2.2	2.6	FALSE
398411	3.2	4.4	FALSE
398447	1.6	2.2	FALSE
398528	2.0	3.0	FALSE
398530	2.0	2.4	FALSE
398566	3.6	4.4	FALSE
398569	2.2	3.6	FALSE
398571	1.2	3.2	FALSE
398604	3.4	4.0	FALSE
398614	3.75	3.75	FALSE
398631	2.4	3.0	FALSE
398633	1.2	1.4	FALSE
398637	4.0	4.6	TRUE
398666	1.0	2.0	FALSE
398670	1.6	2.4	FALSE
398702	1.6	2.8	FALSE
398703	1.6	2.0	FALSE
398725	1.6	2.2	FALSE
398733	1.2	2.8	FALSE
398765	1.6	2.4	FALSE
398778	1.8	3.6	FALSE
398792	1.4	2.6	FALSE
398826	2.0	3.4	FALSE
398841	2.0	3.2	FALSE
398843	1.5	2.0	FALSE
398848	1.0	2.2	FALSE
398853	1.2	3.0	FALSE
398861	1.6	4.0	FALSE
398871	1.0	1.4	FALSE
398880	1.4	3.4	FALSE
398890	1.0	1.8	FALSE
398896	2.0	2.4	FALSE
398906	1.8	3.2	FALSE
398909	2.2	3.4	FALSE
398915	2.6	3.6	FALSE
398942	3.0	4.0	FALSE
398951	2.8	3.6	FALSE
398960	3.4	3.8	FALSE
398968	1.0	2.6	FALSE
398981	3.2	3.2	FALSE
398990	1.6	2.2	FALSE
398999	1.2	2.0	FALSE
399021	2.0	2.4	FALSE
399038	1.2	3.4	FALSE
399042	1.6	3.2	FALSE
399075	3.4	3.6	FALSE
399082	1.4	2.2	FALSE
399091	1.0	2.6	FALSE
399094	1.2	2.8	FALSE
399111	1.0	3.0	FALSE
399122	1.0	1.4	FALSE
399124	1.0	3.4	FALSE
399139	1.2	2.4	FALSE
399141	4.4	4.4	TRUE
399187	1.4	2.0	FALSE
399211	3.0	3.6	FALSE
399244	3.4	4.6	FALSE
399245	1.2	1.8	FALSE
399256	1.8	2.6	FALSE
399260	2.0	2.4	FALSE
399262	1.3333333333333300	2.6666666666666700	FALSE
399281	1.75	2.75	FALSE
399302	3.2	3.4	FALSE
399314	1.0	2.25	FALSE
399337	1.4	3.4	FALSE
399351	3.6	4.2	FALSE
399368	2.0	3.2	FALSE
399390	2.2	3.0	FALSE
399392	1.6	2.4	FALSE
399417	1.0	1.4	FALSE
399456	1.4	2.2	FALSE
399472	1.4	2.6	FALSE
399473	1.2	2.2	FALSE
399481	1.2	2.6	FALSE
399482	1.0	2.0	FALSE
401500	4.8	4.8	TRUE
401563	3.6	4.4	FALSE
402547	2.8	4.0	FALSE
403502	1.2	1.6	FALSE
404428	3.4	3.4	FALSE
404992	4.2	5.0	TRUE
405514	3.4	4.6	FALSE
405745	1.8	3.2	FALSE
407532	3.0	3.8	FALSE
407820	1.2	2.6	FALSE
408208	1.0	1.0	FALSE
408365	3.2	4.6	FALSE
408806	2.0	2.4	FALSE
410452	4.0	4.6	TRUE
411558	3.4	4.2	FALSE
411823	2.0	3.0	FALSE
412026	1.2	3.2	FALSE
412646	1.2	2.2	FALSE
412869	3.2	4.4	FALSE
414225	1.0	1.8	FALSE
414717	2.8	3.4	FALSE
416625	1.2	3.0	FALSE
417826	1.0	1.0	FALSE
419104	1.0	1.0	FALSE
419460	2.0	2.4	FALSE
419669	1.6	2.2	FALSE
419976	2.2	4.2	FALSE
420414	1.0	1.0	FALSE
420547	2.2	3.0	FALSE
422253	1.0	3.0	FALSE
422878	2.8	3.4	FALSE
423215	2.4	3.6	FALSE
423562	1.0	2.0	FALSE
423807	5.0	4.4	TRUE
425419	2.2	2.4	FALSE
425966	2.0	2.0	FALSE
428732	1.0	2.5	FALSE
429510	3.6	4.0	FALSE
429628	3.2	4.2	FALSE
430553	1.4	2.0	FALSE
430591	3.2	4.2	FALSE
430624	3.0	4.4	FALSE
430679	3.0	3.8	FALSE
430702	4.2	4.8	TRUE
430734	2.0	4.0	FALSE
430763	4.2	5.0	TRUE
430790	2.4	2.4	FALSE
430802	1.0	2.0	FALSE
430804	1.2	2.4	FALSE
430841	1.6	2.4	FALSE
430845	1.25	3.25	FALSE
430849	3.6	4.4	FALSE
430867	1.2	2.8	FALSE
430885	1.6	3.4	FALSE
430942	3.4	4.2	FALSE
430981	4.6	5.0	TRUE
430989	1.8	2.0	FALSE
431003	3.333333333333330	3.6666666666666700	FALSE
431017	1.8	2.2	FALSE
431052	1.4	2.8	FALSE
431073	1.6	1.6	FALSE
431099	4.2	4.8	TRUE
431105	1.0	2.0	FALSE
431129	2.8	3.0	FALSE
431131	1.2	2.6	FALSE
431137	2.4	3.2	FALSE
431194	2.0	3.0	FALSE
431202	2.6	3.0	FALSE
431240	1.75	2.5	FALSE
431245	1.0	1.6	FALSE
431274	2.4	2.4	FALSE
431304	1.4	2.0	FALSE
431308	1.0	2.4	FALSE
431314	1.0	2.6	FALSE
431355	1.0	1.2	FALSE
431389	1.0	2.4	FALSE
431428	1.0	3.0	FALSE
431438	2.2	3.6	FALSE
431442	3.8	4.0	FALSE
431446	2.5	4.0	FALSE
431463	1.6	3.0	FALSE
431479	2.0	2.8	FALSE
431503	1.4	3.0	FALSE
431531	1.2	1.4	FALSE
431570	2.0	3.6	FALSE
431589	2.8	3.2	FALSE
431602	1.25	1.5	FALSE
431636	3.0	4.2	FALSE
431683	4.4	4.6	TRUE
431699	1.0	1.6	FALSE
431753	1.0	1.5	FALSE
431758	1.0	2.0	FALSE
431769	1.5	3.0	FALSE
431798	4.2	4.4	TRUE
431802	3.4	4.4	FALSE
431820	2.4	3.6	FALSE
431829	3.8	4.2	FALSE
431881	1.4	3.0	FALSE
431896	1.0	2.0	FALSE
431907	2.4	3.6	FALSE
432030	1.0	2.0	FALSE
432088	1.0	1.4	FALSE
432099	1.4	2.8	FALSE
432103	1.2	1.8	FALSE
432105	1.3333333333333300	1.3333333333333300	FALSE
432122	4.0	4.2	TRUE
432220	2.2	4.0	FALSE
432244	1.0	1.2	FALSE
432268	1.4	2.2	FALSE
432317	2.8	2.8	FALSE
432320	4.2	4.6	TRUE
432340	1.4	3.0	FALSE
432349	1.0	1.4	FALSE
432360	3.6	4.4	FALSE
432376	2.0	3.4	FALSE
432413	1.8	2.6	FALSE
432416	1.0	1.2	FALSE
432421	3.6	4.0	FALSE
432427	1.6	3.2	FALSE
432430	1.0	2.6	FALSE
432431	1.6	2.0	FALSE
432443	1.2	2.0	FALSE
432458	2.2	2.8	FALSE
432473	1.8	2.4	FALSE
432477	1.4	4.2	FALSE
432493	2.0	3.8	FALSE
432502	2.0	1.8	FALSE
432520	3.4	4.4	FALSE
432557	1.25	1.75	FALSE
432568	3.2	4.2	FALSE
432625	1.4	1.4	FALSE
432633	1.4	1.6	FALSE
432660	1.6	2.4	FALSE
432662	2.4	4.0	FALSE
432717	1.0	1.2	FALSE
432737	1.8	2.8	FALSE
432761	1.6	1.8	FALSE
432788	1.8	2.4	FALSE
432790	2.8	4.0	FALSE
432804	1.2	2.2	FALSE
432810	1.0	1.6666666666666700	FALSE
432826	1.8	3.0	FALSE
432837	3.0	3.2	FALSE
432838	2.4	3.0	FALSE
432850	1.8	2.6	FALSE
432852	2.8	4.0	FALSE
432856	1.2	1.8	FALSE
432883	1.0	1.2	FALSE
432891	1.0	1.8	FALSE
432895	2.0	3.4	FALSE
432905	4.4	4.6	TRUE
432909	2.6	4.4	FALSE
432924	3.0	3.8	FALSE
432977	1.8	1.8	FALSE
433018	1.2	1.8	FALSE
433024	1.0	1.25	FALSE
433071	2.6	3.6	FALSE
433084	2.6	3.6	FALSE
433098	1.4	2.2	FALSE
433103	1.25	2.0	FALSE
433135	2.0	3.6	FALSE
433166	2.4	2.6	FALSE
433168	1.0	1.2	FALSE
433194	1.2	1.6	FALSE
433195	3.0	3.0	FALSE
433198	1.4	2.8	FALSE
